id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,minutes
I4eSU2KQ,False,white,10+0,federico96,1500,element4life,1190,e4 e5 Nf3 Nf6 Nxe5 d6 Nxf7,C42,Russian Game: Cochrane Gambit,7,10
JLq6d7LP,True,white,15+0,willconquer,1905,rfqjr,1852,e4 b6,B00,Owen Defense,2,15
OmwDxZpJ,True,black,16+0,sergeylobanov,1843,isachess,1836,e4 c5 c3,B22,Sicilian Defense: Alapin Variation,3,16
EAJcH3eg,True,black,30+8,donni999,1292,great-mate-super-gre,1500,e3,A00,Van't Kruijs Opening,1,30
WFFrvFO5,True,black,10+4,nakuradesu,1328,albertolondonom,1429,e3,A00,Van't Kruijs Opening,1,10
TfFMOOKi,True,black,10+0,fandm-lancaster,1300,btanwin,1749,e4 d6,B07,Pirc Defense #4,2,10
TGaagpWE,True,black,25+3,nuffsaidm8,1588,paulbeagle25,1574,d4 g6,A40,Modern Defense,2,25
DncuJJU9,False,black,15+10,fourtwenty,1554,kuba226,1510,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,15
wNhiSbYf,True,white,13+1,ssnow,1324,lkasperbauer,1096,e4 e5 Bc4 Nf6 Nc3 Bb4,C26,Vienna Game: Stanley Variation |  Reversed Spanish,6,13
lHNSzBps,True,black,10+0,roman12342005,1954,rindu38,2158,e4 c5 Nc3,B23,Sicilian Defense: Closed Variation,3,10
FBnA4XJ4,False,black,10+20,oceanicharvest,1987,irispseudonym,1560,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3,C42,Petrov's Defense #4,7,10
cmLhlsBK,True,white,10+0,mouthpocketdevourer,2340,behrooz36tehran,1857,Nf3 d5 d4 Bg4,D02,Queen's Pawn Game: Anti-Torre,4,10
t2ZNIqfk,True,draw,30+0,chessguy9001,1264,pablo1988z,1268,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4,30
wYvU04xT,True,black,45+30,arturfritz,1517,paspalov,1661,e4 c5 c4,B20,Sicilian Defense: Staunton-Cochrane Variation,3,45
FGB1BW3D,True,black,15+0,hamidreza,1353,dtfvmd,1542,e4 d5 exd5 Nf6 c4 e6,B01,Scandinavian Defense: Icelandic-Palme Gambit,6,15
Q8GCf6wG,False,draw,180+0,ineedhacks,1255,danielgraham88,1108,g3 g6 Nf3 Nf6 Bg2 Bg7 O-O O-O d3 d5,A05,King's Indian Attack: Wahls Defense,10,180
vZUh3Jht,True,black,10+0,dubac___3,1752,kishomat,1830,g3,A00,Hungarian Opening,1,10
XfyJ4tKl,True,white,15+5,chessmageddon,2206,ansevata,2046,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 a3,C02,French Defense: Advance Variation |  Main Line,11,15
JsbkXoD1,True,white,10+0,hus1972,1113,marcusrl,1122,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,10
2jYnRRGb,True,black,10+15,mjalali66,1512,mikhail_riemann,1729,Nc3,A00,Van Geet Opening,1,10
Y2rYfyV2,False,black,16+0,beastly,869,micaiahwa,1028,b4,A00,Polish Opening,1,16
hqs3bFL0,True,white,10+0,dmekro,1967,juncinmestrella,1775,e4 e6 d4 d5 Bd3,C00,French Defense: Schlechter Variation,5,10
NOgHX6bb,True,black,10+0,williammb,1563,kn89,1567,e4 e5 Nf3 Nc6 Nc3 Bb4,C46,Three Knights Opening #2,6,10
ObJZSmQe,True,black,15+15,odrim,1648,saviter,1710,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4,15
mPn3NCN6,True,black,5+8,yokocito,1303,drimagrela,1319,e4 c5,B20,Sicilian Defense,2,5
D2yFkvW1,True,black,15+15,divu7,1616,amithashetty,1802,d4 d5 c4 e6,D30,Queen's Gambit Declined,4,15
pdEa5Mk6,True,black,8+0,e6d4,1996,enterrador,2011,d4 c6 c4 d5 Nf3 Nf6 Nc3,D15,Slav Defense: Three Knights Variation,7,8
EFTkhRje,True,black,15+15,sergeysolo,1405,thatguythatistr,1511,g3,A00,Hungarian Opening,1,15
OOxC25hI,True,black,7+7,ricardo_barbieri,1445,dipset,1497,e4 c5 d4 e6,C00,Queen's Pawn Game: Franco-Sicilian Defense,4,7
iZbqzAQZ,False,white,20+0,spuk,1327,shiva1789,1500,e4 e5 f4,C30,King's Gambit,3,20
yvHL5Ymq,True,black,10+10,babblingboy,1392,josevelasco,1437,e4 e6 Nf3 Nc6,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,10
GInlX3ki,False,white,180+180,odeszadefense,1901,destroyer4,1287,e4 Nf6 e5 Ne4,B02,Alekhine Defense: Mokele Mbembe,4,180
2rmiVY7D,True,black,8+0,ssf7,1922,hephaestion,1821,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3,8
4hm3mg5y,False,black,10+8,towhen,1245,mahdi1365,1148,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,10
M01xj3cN,True,white,10+5,hrosik7,2054,vchess4,1876,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
NS1svEf5,True,white,10+0,lionnessebim1,1902,ampiwatt,1789,d4 c5 d5 Nf6 c4 b5,A57,Benko Gambit,6,10
4KH8rIMd,True,black,10+3,andreschil,1172,cancanyc,1760,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,10
z2VM1PM7,True,black,20+1,seveluci,1657,vfhfnvfhfn22,1614,e4 d6 d4 Nf6 Nc3 g6 Bg5,B07,Pirc Defense: Byrne Variation,7,20
fak0RT9a,True,white,20+0,mrhawk,1071,tiquira,891,e4 e5 Nf3 c6,C40,King's Pawn Game: Gunderam Gambit,4,20
yoJGUIA6,True,white,13+0,monoreto,1182,thechuff,1459,d4 d5 c4 Nc6 Nc3,D07,Queen's Gambit Refused: Chigorin Defense #2,5,13
FnKCm892,True,white,10+0,alexmalando,1733,aydin00,1783,e4 e5 Bc4 Bc5,C20,Bishop's Opening: Boi Variation,4,10
nw5bRQlq,True,white,10+0,gonzalo8a05,1330,userx100,1320,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5,10
WFMAPWKf,True,white,30+0,vovkakuz,1549,20200,1109,e4 e6 Nc3 Nc6,B00,Nimzowitsch Defense: French Connection,4,30
pgOKJ8zw,True,black,7+2,todorowk,1497,figue24,1637,d4 d5 Nf3 Nf6 Bf4,D02,Queen's Pawn Game: London System,5,7
SKYTlwbX,False,white,10+0,isaac238,1818,ilias2,2068,e4 c5 Nf3 d6 c3,B50,Sicilian Defense: Delayed Alapin,5,10
aMF9UzZJ,True,black,10+0,richarh,1537,docboss,1583,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4,10
DlQedaAr,True,white,10+5,ducksandcats,1832,wall-of-shields,1696,e4 d6 d4 f5,B07,Rat Defense: Balogh Defense,4,10
YP7n0O3q,True,white,10+0,lon123456789,1969,the_x_clasher,1834,d4 d5 c4 e6 Nc3,D31,Queen's Gambit Declined: Queen's Knight Variation,5,10
WMLLPvU1,False,white,20+0,basakcesur,1748,zekice,1841,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5 c3,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9,20
wakRkkiN,False,black,30+0,julia_tatar,1152,dakotarain,1117,e4 e5 d4,C21,Center Game #2,3,30
Lf44SpwN,True,white,15+0,gravityagain,1540,andreschil,1169,e4 e5 Qh5 Nf6,C20,King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit,4,15
gxzn5ILf,False,white,10+0,chesskhovtsev,1661,wozza,1500,c4 e6,A13,English Opening: Agincourt Defense,2,10
ZUL6tupZ,True,white,10+0,ethan_3f,1398,jota2016,1286,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,10
BvxZN0bj,True,white,10+0,templeton,1573,chesskhovtsev,1596,e4 e5 d4 exd4 Qxd4 Nc6,C22,Center Game: Normal Variation,6,10
23q1DeHt,False,black,10+5,thecoolchiller,1149,hatterix,1503,e4 e5 Nf3 Nc6 Bc4 Bc5,C50,Giuoco Piano,6,10
m6Dv4tjf,True,white,5+8,kevchod,1474,charkie,1201,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,5
2LCcFkzv,True,white,4+6,devilsquare,1432,amanan,1478,d4 e6,A40,Horwitz Defense,2,4
Q255ftV3,True,white,30+0,adelko,1474,fazouane,1376,e4 g6 d4 Nf6,B06,Modern Defense: Norwegian Defense,4,30
xoVyq1H5,True,black,25+25,philosophorum,2051,christina-a-11,2147,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3,C42,Russian Game: Nimzowitsch Attack,9,25
gNUEOfkV,True,black,10+0,javad7777,1073,samuelpro,1135,e3,A00,Van't Kruijs Opening,1,10
A7zUyrmv,True,white,10+5,mtnmcallister,2029,habboush,2099,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Be3 Nf6 Nc3 g6 f3 Bg7 Qd2 O-O Bc4 Nd7,B77,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Sosonko Variation,18,10
YDMGgO40,True,white,10+0,jeffersondarcy1,1547,salvo1969,1555,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5,10
dHeEibPL,True,black,10+3,iskendermyucel,1184,tahastanly,1346,e4 e5 Nf3 Bc5,C40,King's Pawn Game: Busch-Gass Gambit,4,10
QZgn9FF5,True,black,15+0,elcidestaron,1829,si73,1707,d4 g6,A40,Modern Defense,2,15
41aCvt92,True,black,15+0,o-king-o,1823,tesozg40,2012,e4 e5 Nf3 d6,C41,Philidor Defense #2,4,15
eykNBbyC,False,white,30+30,ranchowangdu,1500,seanysean,2003,c4 e5,A20,English Opening: King's English Variation,2,30
wRhEfHch,True,white,15+0,smilsydov,2225,whizzz,2015,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 d5 Nf3 c5 O-O Nc6 a3 Bxc3 bxc3 dxc4 Bxc4,E59,Nimzo-Indian Defense: Normal Variation |  Bernstein Defense,19,15
qKgBCodj,True,black,10+0,robox68,1214,rhysmc123,1376,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,10
hBKxwzgA,False,black,15+10,lucifer_will_mate,2064,chessmageddon,2215,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3,B90,Sicilian Defense: Najdorf Variation |  English Attack,11,15
rTaeOWQv,True,black,10+0,fikriasmal,1775,youralterego,2179,e4 d5 exd5 Qxd5 Nc3 Qa5,B01,Scandinavian Defense: Main Line,6,10
RYJpHPwq,True,black,9+8,unrim,1876,josue-argel,1869,e4 e5 Bc4 Bc5 Nf3 Nc6 c3,C53,Italian Game: Classical Variation #2,7,9
nbWZ62Ue,False,black,10+0,mm_chess,1176,roman_pham,1264,e4 e5 Nf3 Bc5,C40,King's Pawn Game: Busch-Gass Gambit,4,10
8VGIcNan,False,white,15+0,xdvictorsousa,1879,maximillian_08,2076,f4,A02,Bird Opening,1,15
QnMisHrQ,True,black,10+0,wojand,1550,philippe2a,1517,e4 e6 d4 d5 Nd2 c5 c3,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7,10
CRBecPG5,True,white,10+0,youralterego,2189,kacper07,1868,e4 c5 Nf3 e6 b3,B40,Sicilian Defense: French Variation |  Westerinen Attack,5,10
Gfruw6cf,False,white,10+5,chessmolester,1653,kara0016,1569,e4 e5 f4 exf4 Bc4 c6,C33,King's Gambit Accepted |  Bishop's Gambit |  Lopez Defense,6,10
sKnDmxDX,True,black,30+0,generiklemons,1005,officiallyjochem,1140,e4 e5 Nf3 Nc6 Nc3 Bb4,C46,Three Knights Opening #2,6,30
mzbjFWVu,True,black,10+0,brorael357,1330,ang3l-doz3,1345,e4 e6 d4 d5 e5,C02,French Defense: Advance Variation #3,5,10
iGKrSUV2,True,white,10+0,juanreyes,1302,vzg100,1585,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,10
n8uP4P4Z,True,black,10+0,st2orm,2094,gqueen,1997,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Bd3,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11,10
kNKj3koe,True,black,10+0,knightofchess90,1890,everybodylovesjesus,2139,e4 e5 f4 Bc5,C30,King's Gambit Declined |  Classical Variation,4,10
yC53VDys,False,white,60+0,jpversiani,2032,sappata,1719,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 e3,D45,Semi-Slav Defense: Main Line,9,60
kiyS9NLV,True,white,10+0,rhysmc123,1329,zxxx48923,1253,e4 e5 Nf3 Nc6 c3,C44,Ponziani Opening,5,10
lR5DvtX7,True,black,15+0,zito_olaybal_jr,1369,kyoz,1542,c4 Nf6 Nc3 d5,A16,English Opening: Anglo-Gruenfeld Defense,4,15
Gtee7Rcw,True,white,10+0,unmesh77,2000,evan_h1234,1331,e4 e6 Nf3 Nc6,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,4,10
qCGBQXIQ,True,white,10+1,babblingboy,1461,enthusiast,1553,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
JnUYM35x,False,white,15+0,thorium232,2140,klip98,2158,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O a4,C88,Ruy Lopez: Closed |  Anti-Marshall 8.a4,15,15
U9w1yJL6,False,black,10+0,gassar,1500,vanitasmarilyn,2060,e4 e6 e5,C00,French Defense: Steinitz Attack,3,10
Dz2tpGC9,True,black,9+0,iron-man,1952,felipe_freires,2130,e4 c5 Nf3 d6,B50,Sicilian Defense,4,9
q5sOl72s,True,white,10+0,myxavi4,1663,mailsupriya,1826,e4 c5 d4 cxd4 c3,B21,Sicilian Defense: Smith-Morra Gambit,5,10
PtxIO9jg,True,white,10+0,madskillzz,1476,mistershy,1481,e4 e5 Nf3 Nf6 Bc4,C42,Russian Game: Urusov Gambit,5,10
t2q2KJfX,True,white,10+5,ozguragarr,1504,limongillerdengelen,1585,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2,C21,Danish Gambit Accepted,9,10
gLdZMElP,True,black,10+0,elsa2007,2012,lon123456789,1934,e4 e6 d4 d5 Nd2 c5,C07,French Defense: Tarrasch Variation |  Open System,6,10
Ewwt7ms8,True,white,10+0,aridaybordon,1775,flipper1x1,1665,d4 d5 c4 e6 Nc3 Nf6 Bf4,D35,Queen's Gambit Declined: Harrwitz Attack,7,10
dEnOv2Ht,True,white,10+0,apis11,1928,themagus,1688,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Ba5,C18,French Defense: Winawer Variation |  Retreat Variation,10,10
PYElsVY6,True,black,30+0,joe-brown,1099,febozn,1326,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,30
W561gAQt,True,black,10+3,solom_9005,2037,gmanderson,2157,d4 d5 Nf3 Bf5 c4 e6 Nc3 Nc6,D02,Queen's Gambit Refused: Baltic Defense |  Pseudo-Chigorin,8,10
tOquIbKK,False,white,10+0,tux09,1536,jubotelho,1500,e4 e5 Nf3 d6 Bc4 Be7,C41,Philidor Defense #4,6,10
IByV0tkl,True,black,13+0,oggy04,1942,artemkov,1951,e4 d5 exd5 Qxd5 Nc3 Qa5,B01,Scandinavian Defense: Main Line,6,13
vVljT231,False,draw,5+8,redevening,1372,castroprauxel,1500,c4 e5 Nc3 Bb4,A21,English Opening: King's English Variation |  Kramnik-Shirov Counterattack,4,5
LUbbGSQ6,True,white,15+0,marik1914,1730,zhaska,1704,e4 e5 Bc4 Nf6,C24,Bishop's Opening: Berlin Defense,4,15
o7KxxECO,False,white,10+10,potshot,1550,tux09,1536,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
fuoMf45h,True,white,15+15,mrjv,1499,johelconh,1519,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5,B94,Sicilian Defense: Najdorf Variation,11,15
PqhKCSC5,True,black,10+0,mukhammad,1892,gjdgjdfj,1782,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
FoGBNiqO,True,black,10+0,benuard,1916,mastersalomon,1924,e4 c5 Nf3 e6 c3,B40,Sicilian Defense: Delayed Alapin Variation,5,10
eFNI4mt5,True,white,8+5,chulic,1612,vladimir-kramnik-1,1626,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3,C02,French Defense: Advance Variation |  Paulsen Attack,9,8
ZuTkvEXq,False,white,5+8,cesartgl,1390,theblairloggie,1364,e3,A00,Van't Kruijs Opening,1,5
O2sgklXt,False,white,10+30,ranchowangdu,1500,bakispaki,1535,c4 Nf6 Nc3 d5,A16,English Opening: Anglo-Gruenfeld Defense,4,10
lhNEFQvt,True,white,10+8,jackydawg,1495,rasil1,1440,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Nxf7,C57,Italian Game: Two Knights Defense |  Fried Liver Attack,11,10
dSUzmu0n,True,black,10+0,dricamagra,1255,smileyface1236,1626,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10
1u6TZLcU,True,black,15+2,sdeligiannis,1744,saeed65,1681,e4 Nc6 d4,B00,King's Pawn Game: Nimzowitsch Defense,3,15
WczZmh2N,True,white,10+5,ststephen,1293,hockeytv,1048,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Qe7,C42,Russian Game: Damiano Variation |  Kholmov Gambit,8,10
WrZLLrdO,True,black,10+0,laki3,1753,tanjerry,1947,e4 c5 Nf3 g6,B27,Sicilian Defense: Hyperaccelerated Dragon,4,10
iGiMpTSk,True,black,10+0,ethan_3f,1413,jota2016,1271,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,10
w1SjAnpb,True,black,30+5,trx,1151,marcosvinicius,1578,d4 Nf6 Nc3 d5 e4 dxe4 f3 exf3 Qxf3,D00,Blackmar-Diemer Gambit: Ryder Gambit,9,30
7ToCyaNS,True,black,10+0,vzg100,1611,topalovv,1775,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10
c2jR4LLr,True,black,10+0,sanskrit,1354,mashi,1337,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6,C50,Italian Game: Giuoco Pianissimo |  Normal,8,10
sTbzOHLn,True,white,6+3,foudescheques,1651,zapala,1539,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,6
wuEqfTPw,False,black,10+0,anton1989,1457,thegreatman06,1925,e4 d6,B07,Pirc Defense #4,2,10
f4wA8Rns,True,black,15+0,kingcaptor,1358,jackydawg,1532,d4 e6 c4 Nf6,E00,Indian Game: East Indian Defense,4,15
W6LHJq4Z,False,black,5+8,zapala,1546,arielatom,1533,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5,5
iZxEsXji,True,black,8+0,bobbytal,1853,ducksandcats,1853,e4 d5 exd5 Nf6 c4 e6,B01,Scandinavian Defense: Icelandic-Palme Gambit,6,8
9ANH8zPE,True,black,5+5,chessmageddon,2214,renanreis,2336,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 a3,C02,French Defense: Advance Variation |  Main Line,11,5
AoKFkLfR,True,black,14+6,mistakeman,1755,anakgreget,1722,Nf3 d5 d4 Nf6,D02,Queen's Pawn Game: Symmetrical Variation,4,14
YopBjBqM,True,draw,10+0,mohammad9182,1736,tanjerry,1893,d4 c5,A43,Old Benoni Defense,2,10
Lc15Phya,True,black,10+0,masterzyd,1283,vikowski,1255,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,10
PGpoY41V,True,white,10+0,monged01,1687,wolf1108,1218,g4 d5 d4,D00,Queen's Pawn Game: Zurich Gambit,3,10
tBx2fYxd,False,white,10+0,rosich,1787,mcdaman,1414,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5,10
EmCbmJT2,True,black,10+0,bischopscup,1256,aibashov_azamat,1703,d4 d5 c4 Nf6 Nc3 e6,D35,Queen's Gambit Declined: Normal Defense,6,10
JVV78yDG,False,white,10+25,lance5500,2621,artem555,1555,e4 c6 d4 d5 Nd2 dxe4 Nxe4 Nf6 Nxf6+ exf6,B15,Caro-Kann Defense: Tartakower Variation,10,10
esTtXNlB,True,draw,15+0,elcidestaron,1770,italovieira,1774,d4 Nf6 c4 g6 Nc3 d5 Bf4 Bg7 e3 O-O Nf3,D93,Gruenfeld Defense: Three Knights Variation |  Hungarian Variation,11,15
DiA6bC0a,False,white,15+0,loaiiii,1047,flamemaster51,1466,d3,A00,Mieses Opening,1,15
ZQhByuut,True,white,20+0,sdmabunda,1517,rehcsif6rehcsif,1547,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6,20
q8i8y1b0,True,black,15+1,egeozbakir1,810,efeozbakir1,1218,e4 d6 d4 Nf6,B07,Pirc Defense,4,15
MOgMOpDe,True,white,10+0,ashu_john,1455,stitch_13,1245,e4 e6,C00,French Defense #2,2,10
0qJ0P5rj,True,black,10+10,plaisirdejouer,1610,mohammad_baharan,1388,e4 e5 f4 exf4 Nf3 d5 exd5,C36,King's Gambit Accepted: Modern Defense #2,7,10
TXQMBe0O,False,black,45+0,wolfdomination,1500,youngmoney2299,2048,d3,A00,Mieses Opening,1,45
fP9EJmFz,True,white,15+0,gameboymaster49899,1696,explosivo,1515,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7,D53,Queen's Gambit Declined: 4.Bg5 Be7,8,15
GSdR0vB4,True,black,10+0,karoku,1847,kaksefc,1923,e4 e6 Nf3 d5 e5 c5 c3 Nc6 d4,C02,French Defense: Advance Variation |  Paulsen Attack,9,10
no2N9wCA,True,white,10+8,andeng87,1313,islam01,1349,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4,10
MthRxgCf,True,black,15+0,moniuska,1323,thegasmask,1351,e4 e5 Nf3 Nc6 Nc3 Bb4,C46,Three Knights Opening #2,6,15
584UFtfW,True,black,10+0,liamxddd,1765,nicimacar,1784,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,10
UqhTYx8L,False,white,25+17,motion,1672,trx,1149,f4 e6 e4,C00,French Defense: La Bourdonnais Variation,3,25
GEZZDaWj,True,black,10+0,iamaliveandbored,1166,silasolveirasilva,1295,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6,C41,Philidor Defense: Exchange Variation,8,10
wbR4KA2i,True,white,10+0,energique,1439,p4i2p0e,1418,e4 e5 f4 exf4 Bc4,C33,King's Gambit Accepted |  Bishop's Gambit,5,10
2mGNpoRG,True,white,20+10,justanotherguy321,1662,echephile,1692,e4 Nf6 e5 Nd5 d4 d6 c4 Nb6 f4 Bf5,B03,Alekhine Defense: Four Pawns Attack |  Trifunovic Variation,10,20
QFmMrAFq,False,white,15+0,ruichess,1459,sollids,1704,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6,C68,Ruy Lopez: Exchange Variation,7,15
r3JGOUHc,True,white,9+8,babyboyplayer,1770,unrim,1880,d4 e6 c4 d5 Nf3 c5,D30,Queen's Gambit Declined: Tarrasch Defense |  Pseudo-Tarrasch,6,9
NDVz7YU4,True,black,10+0,darobertson,1703,tolima307,1735,c4 e5,A20,English Opening: King's English Variation,2,10
ngDOMpOF,True,black,15+0,xyzos,1345,apfelschalen,1676,d4 d5 e3 Nf6,D00,Queen's Pawn Game #3,4,15
5VAOl0rA,False,white,15+15,sumipcg,1327,energique,1450,e4 c6 Bc4,B00,Caro-Kann Defense: Hillbilly Attack,3,15
UHgM0rej,True,black,30+0,aleksandr160276,1679,divu7,1640,e4 e6,C00,French Defense #2,2,30
m4vtDHAk,True,black,10+0,willoh101,1487,pitrinu,2097,d4 Nf6 Nc3 d5,D01,Queen's Pawn Game: Chigorin Variation,4,10
KU3BtTZA,True,black,10+9,nikosioannidis,1131,theanonymousone,1347,d4 d5 Nc3 Nf6,D01,Queen's Pawn Game: Chigorin Variation,4,10
4pdmOE21,True,white,10+0,ridics,2077,marcodisogno,1509,d4 d5 c4 dxc4 Nc3 c6,D10,Slav Defense #3,6,10
k6x1x20I,False,white,30+15,mutdpro,1500,justindong,1500,d4 d5 c4 e6 Nc3 Be7 Bf4 c6 e3 Nf6 Nf3 O-O,D37,Queen's Gambit Declined: Harrwitz Attack |  Orthodox Defense,12,30
eUcF6dTf,True,white,20+5,jimsheri2016,1547,spiteknight,1667,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6,B57,Sicilian Defense: Modern Variations |  Main Line,8,20
vZP9pa8n,True,black,10+0,fandm-lancaster,1323,sischen126,1451,e4 e5 f3,C20,King's Pawn Game: King's Head Opening #2,3,10
ggxUNveJ,True,white,10+0,nik_ulaa,1804,yellow_dragon,1893,e4 c6 c4 d5 exd5 cxd5 d4,B13,Caro-Kann Defense: Panov Attack #2,7,10
8RGBrEDX,True,black,10+0,danielmop,1964,chess-king-26,2005,e4 d5 exd5 Nf6 d4 Nxd5,B01,Scandinavian Defense: Marshall Variation,6,10
KOAX0ZFE,True,white,20+0,matemaatiikkabrah,1687,magnet666,2043,b3 Nf6,A01,Nimzo-Larsen Attack: Indian Variation,2,20
RvQ03kYr,True,black,45+45,dearprudence,1966,jaivl,1939,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 e6 Bc4 Bb4,B21,Sicilian Defense: Smith-Morra Gambit Accepted |  Pin Defense,12,45
RYBAyPfZ,False,black,10+5,storm28rus,1500,lextop,1270,e4 d5,B01,Scandinavian Defense,2,10
EOGl7Wix,True,white,15+0,krishchennai93,1782,m0nte,1417,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6,15
EeRrok9P,True,black,10+0,avichal,1861,neverss,1960,e4 e6 d4 d5 Nc3 Nf6 Bg5 Bb4 e5 h6 exf6,C12,French Defense: MacCutcheon Variation |  Chigorin Variation,11,10
rMyIWSI4,True,black,20+0,thatguythatistr,1540,ox_brilliant,1505,d4 c5,A43,Old Benoni Defense,2,20
GMVFisvA,True,black,10+0,nk3,1684,assasin_creep,1734,e4 e6 Nf3,C00,French Defense: Knight Variation,3,10
1CMrbWII,False,draw,5+8,albertocdj,1766,king5891,1400,e4 b6,B00,Owen Defense,2,5
8nirqto6,True,white,15+1,bobrik11,1884,jdbarger,1809,e4 e6 b3,C00,French Defense: Horwitz Attack,3,15
SQ2OeL4P,True,black,60+13,zenz,1180,fasd,1341,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3,60
8ouUnrGe,True,white,10+0,yellow_dragon,1946,magrabi,1469,d4 e6,A40,Horwitz Defense,2,10
NOfIK1LX,False,black,10+0,drluzuriaga,1221,dude_perfect,1281,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4,B40,Sicilian Defense: Pin Variation,10,10
XmiEewLr,True,black,10+0,yotastrejos,1461,auygurbalik,1334,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,10
VbWhytz9,True,white,10+0,torri_tentori,1843,kaksefc,1924,e4 e6 Nf3,C00,French Defense: Knight Variation,3,10
LucU58pz,True,draw,10+0,destroyer999,1412,jorg3rd,1564,e4 c5 Nf3 e6 d4 cxd4,B40,Sicilian Defense: French Variation |  Open,6,10
RCIooR56,True,white,10+15,tidalbutt,1424,fifands,1355,e4 e5 Nf3 f5 d4,C40,Latvian Gambit: Mason Countergambit,5,10
ycoRfnDN,True,black,7+2,marigw,985,ayman78,1768,d4 d5,D00,Queen's Pawn Game,2,7
