id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply
sVojZV7A,TRUE,black,11+0,roman_pham,1264,player74456,1367,e4 e5 Nc3 Nc6 Nf3 Nf6 Bc4,C46,Four Knights Game: Italian Variation,7
nbWZ62Ue,FALSE,black,10+0,mm_chess,1176,roman_pham,1264,e4 e5 Nf3 Bc5,C40,King's Pawn Game: Busch-Gass Gambit,4
d7sKNsf1,TRUE,white,10+0,eustas,1169,rmzndmrhn06,1174,e4 e5 Nf3 Bc5 Nc3 Nc6 Bb5 Nf6,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
aIC6ozsP,TRUE,black,10+0,nico_sage,1273,gianlucakebab,1330,e4 Nc6 d4 e5 d5,B00,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
tjGMtm0r,TRUE,white,10+0,nico_sage,1192,batso,1279,e4 e5 Nf3 Nc6 Bb5,C60,Ruy Lopez,5
JXe8i39M,TRUE,black,10+15,nico_sage,1265,oto101,1625,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Ng4,C65,Ruy Lopez: Berlin Defense |  Fishing Pole Variation,8
tQ63IEUU,FALSE,white,8+2,johnv,1451,thefrenchtactics,1365,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d4,C55,Italian Game: Deutz Gambit,9
YEgt9eXd,FALSE,white,10+1,vya39550,1331,thefrenchtactics,1365,e4 b6,B00,Owen Defense,2
3efMyRC3,FALSE,white,10+5,raouf993,1412,thefrenchtactics,1365,d4 e6,A40,Horwitz Defense,2
btHI5KHi,FALSE,black,10+3,thefrenchtactics,1365,gilito,1969,e4 d6 d4 Nf6 Nc3 g6 f4,B09,Pirc Defense: Austrian Attack,7
rQCL2WrA,FALSE,white,10+3,gilito,1969,thefrenchtactics,1365,e4 e6 Nf3 c5 c4,B40,Sicilian Defense: Kramnik Variation,5
RUMzJctN,FALSE,white,15+15,mkparker,1085,thefrenchtactics,1365,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nf6,C45,Scotch Game: Schmidt Variation,8
NwK5hgue,FALSE,white,15+15,thefrenchtactics,1365,rookreversal,1215,e4 e5 Bc4 Nf6 d4 exd4 Nf3 Nxe4 Qxd4,C24,Bishop's Opening: Urusov Gambit |  Keidansky Gambit,9
AhtiZ6Tc,FALSE,white,10+0,sesini,1427,thefrenchtactics,1365,Nf3 e6 d4 d5 c4 Nf6 Bg5,D30,Queen's Gambit Declined: Traditional Variation,7
WzQ9xjsJ,FALSE,black,5+5,thefrenchtactics,1365,purifier,1902,e4 e5 Bc4 Nc6 Nf3 h6,C55,Italian Game: Anti-Fried Liver Defense,6
iYd1UOK9,FALSE,white,5+5,purifier,1902,thefrenchtactics,1365,e4 e6 Nf3,C00,French Defense: Knight Variation,3
3SLzHLi4,FALSE,white,10+0,thefrenchtactics,1365,sunlitvoid,1817,e4 e6 d4 d5 Nc3 Bb4 Bd2,C15,French Defense: Winawer Variation |  Fingerslip Variation,7
z73ClXnp,FALSE,black,10+0,luismig,1399,thefrenchtactics,1365,e4 e6 d4 d5 exd5,C01,French Defense: Exchange Variation,5
8TIGVi1Y,FALSE,white,10+0,nikolas99,1764,thefrenchtactics,1365,e4 e6 Nf3 c5,B40,Sicilian Defense: French Variation,4
2hGmmMjh,FALSE,black,60+0,thefrenchtactics,1365,mostafaflower,1881,e4 e5 Bc4 Nc6 Nf3 Bc5 b4 Bxb4 c3 Bc5 d4 exd4 cxd4 Bb4+ Bd2,C51,Italian Game: Evans Gambit |  Harding Variation,15
2tIl85lI,FALSE,white,30+8,marsfj,1538,thefrenchtactics,1365,e4 b6,B00,Owen Defense,2
eZqs07x5,FALSE,white,20+0,ginterek,1901,thefrenchtactics,1365,e4 e6 f4,C00,French Defense: La Bourdonnais Variation,3
dTlIUEOP,FALSE,white,10+5,ghj2,1500,thefrenchtactics,1365,e4 e6 d4 d5 exd5 exd5 Nc3 Nf6 Bg5,C01,French Defense: Exchange Variation |  Svenonius Variation,9
FIvBJdnk,FALSE,white,15+0,nazarbeg,1320,thefrenchtactics,1365,Nc3,A00,Van Geet Opening,1
yWy0Xrdz,FALSE,white,15+15,thefrenchtactics,1365,chirimoyatriste,1132,e4 e5 Bc4,C23,Bishop's Opening,3
SOeQNhAx,FALSE,white,15+0,thefrenchtactics,1365,woonchongchai,1315,e4 f6 Nf3 e5,C40,King's Pawn Game: Damiano Defense,4
RXkQ53b8,FALSE,black,15+0,thefrenchtactics,1365,gommaio,1020,e4 e5 Bc4,C23,Bishop's Opening,3
S7dLmmsJ,FALSE,white,5+7,mesagh_ir,1856,thefrenchtactics,1365,e4 e6 e5,C00,French Defense: Steinitz Attack,3
DDJqWM73,FALSE,white,5+7,thefrenchtactics,1365,mesagh_ir,1856,e4 e5 Bc4 Nf6 d4 exd4 Nf3,C24,Bishop's Opening: Urusov Gambit,7
3r1Oeq63,FALSE,white,5+7,mesagh_ir,1856,thefrenchtactics,1365,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Bd3,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11
P4SugaY7,FALSE,black,5+7,thefrenchtactics,1365,mesagh_ir,1856,g3,A00,Hungarian Opening,1
3S9IwYnT,FALSE,white,5+7,mesagh_ir,1856,thefrenchtactics,1365,e4 b6 d4 Bb7 Nf3,B00,Owen Defense: Smith Gambit,5
h6PqCPyP,FALSE,black,5+7,thefrenchtactics,1365,mesagh_ir,1856,g3,A00,Hungarian Opening,1
7XIlN1hM,FALSE,white,7+5,jimrenee,1442,thefrenchtactics,1365,f4,A02,Bird Opening,1
uYhrOPr3,FALSE,white,20+0,thefrenchtactics,1365,vevo57,1966,e4 e5 Bc4 Nc6 Nf3 Be7 d4 exd4,C44,Scotch Game: Benima Defense,8
P7kDekW6,FALSE,white,20+0,vevo57,1966,thefrenchtactics,1365,d4 Nf6,A45,Indian Game,2
uCXOWvst,FALSE,black,20+0,thefrenchtactics,1365,vevo57,1966,g3,A00,Hungarian Opening,1
eP4YVNoS,FALSE,white,120+0,skydeck,1500,vkrish,1472,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5
zWGMWoaJ,TRUE,white,10+0,sayantanchandra,1500,vkrish,1479,e4 e5 Bc4 Nf6 d4,C24,Bishop's Opening: Ponziani Gambit,5
h3XzuSth,TRUE,white,10+0,vkrish,1469,valeferreyra11,1438,d4 d5 c4 dxc4 e4 b5,D20,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
odiQUvxO,TRUE,white,10+0,rf81,1382,vkrish,1484,e4 e5 Qf3,C20,King's Pawn Game: Napoleon Attack,3
OK0yX7Ds,TRUE,white,10+0,stunning_star,1776,makar_batulin,1499,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3
V7tnLAly,TRUE,black,10+0,ebabushkin,1771,stunning_star,1764,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6,B36,Sicilian Defense: Accelerated Dragon,8
HAqkb98e,TRUE,black,15+10,stunning_star,1770,mihosevastopol,1951,d4 c6 c4 d5 Nc3,D10,Slav Defense #2,5
gtE9uAbV,TRUE,white,10+0,fatsmith,1696,stunning_star,1785,e4 e5 d4 d6,B07,King's Pawn Game: Maroczy Defense,4
vA9G4bAT,TRUE,black,10+0,rodrigued,1554,stunning_star,1780,e4 e5 Bc4,C23,Bishop's Opening,3
vUgZ2c6Q,TRUE,white,10+0,stunning_star,1775,k_joelbackman,1522,e4 d6 d4,B07,Pirc Defense #5,3
nb4eCxN4,TRUE,white,15+5,stunning_star,1761,nima115,1808,e4 e6 d4 d5 e5 c5,C02,French Defense: Advance Variation #4,6
GP0CCvK3,FALSE,black,5+5,tolbah2,2005,stunning_star,1761,e4 e5 Nf3 Nc6 Bc4 Nf6 d3,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
Fi8AMM65,TRUE,black,10+0,stunning_star,1766,mknamir,2025,e4 e6 Nc3 d5 d4,C10,French Defense: Paulsen Variation,5
mrPVg1Hq,TRUE,black,10+0,happyalexey,1728,stunning_star,1754,d4 d5 c4 Nf6 Nc3 e6,D35,Queen's Gambit Declined: Normal Defense,6
VXd7I1Ef,TRUE,white,10+0,stunning_star,1735,spinochio,1973,e4 c5 Nf3 e6 Nc3 a6 d4 cxd4 Nxd4,B43,Sicilian Defense: Kan Variation |  Knight Variation,9
hN0qRXRW,TRUE,black,10+0,stunning_star,1743,rekursiv,1864,e4 c6 d4 d5 exd5,B13,Caro-Kann Defense: Exchange Variation,5
fMIec8jD,TRUE,white,10+0,mknamir,2000,stunning_star,1748,d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7,D53,Queen's Gambit Declined: 4.Bg5 Be7,8
Vcyp2sD4,TRUE,black,10+0,basar-raja,1899,stunning_star,1741,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6
jZYNMVvw,TRUE,white,10+0,stunning_star,1722,singhthegabru,1898,e4 c5 Nf3 d6,B50,Sicilian Defense,4
rHxqHQgU,TRUE,draw,15+15,stunning_star,1737,real_madrid_1,1724,e4 e5 Nc3 Nc6 Nf3 Nf6 Bb5 d6 d4 Bd7 O-O Be7,C66,Ruy Lopez: Berlin Defense |  Hedgehog Variation,12
6zKgU3yC,TRUE,black,15+0,nikkitah,1750,stunning_star,1722,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5,C45,Scotch Game: Scotch Gambit |  Advance Variation,9
SnMPhvMG,FALSE,white,7+7,stunning_star,1725,turkuaz1001,1787,e4 Nc6 d4 e5 Nf3 exd4 Nxd4 Bc5 Nxc6 Qf6,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
dfMGCaQa,TRUE,black,15+6,stunning_star,1719,jomanuell,1733,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4
EXvZAWS0,FALSE,white,15+0,stunning_star,1719,nikolasneli,1727,e4 e6 Nc3,C00,French Defense: Queen's Knight,3
eR1leKWj,FALSE,white,10+2,guruvachan,1196,mrunank,1609,e3,A00,Van't Kruijs Opening,1
MZeSQKlW,FALSE,white,20+5,ttamas,1658,mrunank,1609,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nxc6,B34,Sicilian Defense: Accelerated Dragon |  Exchange Variation,9
NqeIy09j,FALSE,black,10+0,mrunank,1609,ahmadirr,1657,c4 e6,A13,English Opening: Agincourt Defense,2
e8VlNjA5,FALSE,white,10+0,abbedreza,1637,mrunank,1609,e4 c5 c3,B22,Sicilian Defense: Alapin Variation,3
ByIFnrQG,TRUE,black,25+5,yash26,1306,mrunank,1605,e3,A00,Van't Kruijs Opening,1
OpYnoKAA,FALSE,white,8+0,mrunank,1605,aldyz,1603,e4 e5 Nf3 Nc6 Nc3,C46,Three Knights Opening,5
pxb4DwTZ,FALSE,white,4+7,mrunank,1605,tormento,1157,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
fPm1bQQP,FALSE,white,15+15,mrunank,1605,aboameer,954,e4 e5 Nf3,C40,King's Knight Opening,3
tNIzLxYf,FALSE,white,15+30,mbdoesntknowaname,1853,mrunank,1605,d4 d5 c4 c6 e3 Nf6 Nf3,D11,Slav Defense: Quiet Variation,7
eczKz2xF,TRUE,white,25+5,mrunank,1600,yash26,1362,c4 e6 Nf3,A13,English Opening: Agincourt Defense #3,3
JGdbnNS2,TRUE,draw,25+5,shivam_12,1365,mrunank,1598,c4 e5,A20,English Opening: King's English Variation,2
6G8q5EHH,TRUE,white,25+5,mrunank,1591,shivam_12,1500,c4 e6,A13,English Opening: Agincourt Defense,2
LtHu5Lrp,TRUE,white,20+5,mrunank,1585,yash26,1500,c4 e6,A13,English Opening: Agincourt Defense,2
urWm3H5j,TRUE,black,15+15,marigw,913,reydelmambo13,981,d4 Nf6,A45,Indian Game,2
g31Cmof6,TRUE,black,15+15,marigw,924,armansoroush,982,d4 e5,A40,Englund Gambit,2
6q5eQrib,TRUE,white,15+15,jouquis,1121,marigw,930,e4 d6,B07,Pirc Defense #4,2
qgewE6E9,TRUE,white,15+15,hamada86,1181,marigw,936,e4 d6,B07,Pirc Defense #4,2
CHvY3wCt,TRUE,white,15+15,pedro-k77,1035,marigw,946,e4 d6,B07,Pirc Defense #4,2
yR3i20lK,TRUE,black,15+15,marigw,955,segundo_tol,1082,d4 e6,A40,Horwitz Defense,2
3i1d26jT,TRUE,black,15+15,marigw,967,pedro-k77,999,d4 d5 c4,D06,Queen's Gambit,3
fuS1vImu,TRUE,white,15+15,nikos_s,1189,marigw,973,Nc3,A00,Van Geet Opening,1
JDd80J7A,TRUE,white,15+15,marigw,964,henrikekaiser,845,d4 d5,D00,Queen's Pawn Game,2
s8LEo7Hq,TRUE,white,15+15,jesuschristded,1251,marigw,969,e4 d6 d4,B07,Pirc Defense #5,3
ZbnLGWqp,FALSE,black,15+15,marigw,969,kingfbh,1344,d4 d5,D00,Queen's Pawn Game,2
xcpHilG5,FALSE,black,15+15,marigw,969,kingfbh,1344,d4 e6,A40,Horwitz Defense,2
JBGYIYRd,FALSE,white,15+15,kingfbh,1344,marigw,969,e4 d6 d4,B07,Pirc Defense #5,3
IxBuY7A1,FALSE,black,15+15,marigw,969,zeck123,1346,d4 d5,D00,Queen's Pawn Game,2
lWZQsMkU,TRUE,black,15+15,natalua,793,marigw,961,d4 d5,D00,Queen's Pawn Game,2
HJIZuKBw,TRUE,white,15+15,rulingthis,1069,marigw,953,Nc3,A00,Van Geet Opening,1
VrG3Lh4P,TRUE,white,15+15,jhon01,1113,marigw,962,e3,A00,Van't Kruijs Opening,1
GMA7tc2O,TRUE,black,15+15,marigw,973,arukazu,1050,d4 d5,D00,Queen's Pawn Game,2
sDOeaenh,TRUE,black,15+15,marigw,985,turgayto,1074,d4 d5,D00,Queen's Pawn Game,2
mXwpi5As,TRUE,white,7+2,maelm,1800,marigw,985,e4 d6 Nf3 c5 c3,B50,Sicilian Defense: Delayed Alapin,5
ycoRfnDN,TRUE,black,7+2,marigw,985,ayman78,1768,d4 d5,D00,Queen's Pawn Game,2
NyNYhlB4,TRUE,white,7+2,kang-heri,1945,marigw,986,Nf3 d6,A04,Zukertort Opening: Pirc Invitation,2
Lh5jhAPP,TRUE,black,7+2,marigw,986,kang-heri,1944,d4 d5,D00,Queen's Pawn Game,2
ED8ZgafX,TRUE,white,7+2,kang-heri,1943,marigw,986,Nf3 d6,A04,Zukertort Opening: Pirc Invitation,2
lAMr8RAi,TRUE,white,15+15,unh0lys0da,1099,marigw,996,e3,A00,Van't Kruijs Opening,1
shACn0Be,TRUE,white,15+15,venthur,1169,marigw,996,d4 d5 c4 c6,D10,Slav Defense,4
30g5sGSN,TRUE,black,7+2,marigw,996,juncinmestrella,1732,d4,A40,Queen's Pawn,1
j11j6SXV,TRUE,black,7+2,marigw,1002,karpich2411,1253,d4 b6,A40,English Defense #2,2
CAtwShVv,TRUE,black,7+2,marigw,1002,juncinmestrella,1731,d4 e6,A40,Horwitz Defense,2
kQCjlCN6,TRUE,white,7+2,shahuebah,1500,marigw,1005,d4 e6 e4 d5 Nc3,C10,French Defense: Paulsen Variation,5
KFmdMkwf,TRUE,black,15+15,bogdansah,996,marigw,991,d4 d5,D00,Queen's Pawn Game,2
NAiVUs5C,TRUE,draw,15+15,welcomx,1261,marigw,966,e3,A00,Van't Kruijs Opening,1
n7fjgdFY,TRUE,black,15+15,marigw,972,juancho2519,1229,d4 c5,A43,Old Benoni Defense,2
LWWtcZAB,TRUE,black,15+15,marigw,979,ibanelani,1164,d4 g6,A40,Modern Defense,2
eOpwYIVV,TRUE,draw,15+15,xaabiii9,1083,marigw,975,e3,A00,Van't Kruijs Opening,1
bB16n3TZ,TRUE,black,15+15,marigw,970,noirhero,1090,d4 Nf6,A45,Indian Game,2
cVd0Ri0e,TRUE,black,15+15,normalplayerr,1004,marigw,952,e4 d6 Nf3 c5 d4,B54,Sicilian Defense,5
xdwOPJfJ,TRUE,black,15+15,marigw,961,tarunsngh,1109,d4 e5,A40,Englund Gambit,2
0qSdEYcX,TRUE,white,15+15,morisok,1103,marigw,972,e4 d6 d4 c5 Nf3,B54,Sicilian Defense,5
PbVBZyyb,TRUE,white,15+15,marigw,943,lefthalk4,1255,d4 d6,A41,Queen's Pawn,2
BMQm2rZS,TRUE,white,15+15,mauriciano,1089,marigw,954,e4 d6,B07,Pirc Defense #4,2
qwLa8sq1,TRUE,white,15+15,sttrider,1100,marigw,965,e3,A00,Van't Kruijs Opening,1
ldZmu7eT,TRUE,black,15+0,serge60,1271,mathu21345,1510,e4 d5,B01,Scandinavian Defense,2
dAxMwTtA,FALSE,white,20+0,earl40chess,1770,mathu21345,1510,e4 d5 exd5 Nf6 c4 e6,B01,Scandinavian Defense: Icelandic-Palme Gambit,6
BaL8IA8j,FALSE,white,20+0,mathu21345,1510,earl40chess,1770,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
uycS4Px7,TRUE,white,15+0,thajarney,1343,mathu21345,1527,e4 d5 Nf3,A06,Zukertort Opening: Tennison Gambit,3
7r65zVKa,TRUE,black,15+0,ngrden,1319,mathu21345,1521,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bc5,C48,Four Knights Game: Spanish Variation |  Classical Variation,8
2ZKK4Z80,TRUE,white,15+0,mathu21345,1512,bahiense15,1448,e4 e6 Nf3,C00,French Defense: Knight Variation,3
t4jvbspb,TRUE,white,15+0,mathu21345,1504,jerbas,1384,e4 c6,B10,Caro-Kann Defense,2
am8laOKa,TRUE,white,15+0,mathu21345,1494,aksoy,1439,e4 e5 Nf3 Nf6 Nxe5 Nxe4,C42,Russian Game: Damiano Variation,6
bjYevvZt,TRUE,black,15+0,keenthinker,1418,mathu21345,1485,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6
VRNUbfYf,TRUE,white,15+0,loiclafouine,1353,mathu21345,1501,e4 e5 Nf3 Nc6 Bb5 Bc5,C64,Ruy Lopez: Classical Variation,6
Pykacwlv,TRUE,white,15+0,mathu21345,1497,rpalen,1238,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5
eiqYU4gu,TRUE,white,15+0,yoursister69,1416,mathu21345,1511,e4 e5 Nf3 Nc6 Bb5 Bc5 c3,C64,Ruy Lopez: Classical Variation |  Central Variation,7
XB4FOuZw,TRUE,white,15+0,agayet,1536,mathu21345,1522,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6
Lhiypa2y,TRUE,white,15+0,mathu21345,1517,luigisteve21,1311,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
juxSgU4o,TRUE,white,15+0,mms014,1484,mathu21345,1530,d4 d5 Nc3 Nf6,D01,Queen's Pawn Game: Chigorin Variation,4
mu3A6Q9W,TRUE,black,15+0,mathu21345,1542,araratjan,1533,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5
YlSicZcT,TRUE,white,15+0,andreykor,1471,mathu21345,1556,e4 e5 Bc4 Nc6 Nf3 Be7,C50,Italian Game: Hungarian Defense,6
pLNxY5ON,TRUE,white,15+0,mathu21345,1555,wrest92,1393,e4 e5 Nf3 d6 d4 Nf6 dxe5,C41,Philidor Defense: Nimzowitsch Variation,7
BhoRys3C,TRUE,black,15+0,wrest92,1400,mathu21345,1548,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
zdmAV6TQ,TRUE,black,15+0,mathu21345,1562,doublejean,1498,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
lg2bLV8m,TRUE,white,15+0,mathu21345,1559,javichoo,1211,e4 e6 Nf3,C00,French Defense: Knight Variation,3
i3r9tGDp,TRUE,black,15+0,spud39,1493,mathu21345,1549,e3,A00,Van't Kruijs Opening,1
U76lhfoa,TRUE,black,15+0,mathu21345,1569,queops,1251,e4 c5 Nf3 d6 d4,B54,Sicilian Defense,5
kB1WythS,TRUE,white,15+0,antoniogallero,1450,mathu21345,1585,e4 e5 c3,C20,King's Pawn Game: Macleod Attack,3
zyzfTOjk,TRUE,black,15+0,mathu21345,1605,temi4,1342,e4 e5 Nf3 Nc6 d4,C44,Scotch Game,5
B6AG193h,TRUE,black,15+0,mathu21345,1622,mrspawn,1454,e4 e5 Nf3 d6 d4 exd4 Nxd4,C41,Philidor Defense: Exchange Variation #2,7
9Edrtp3T,TRUE,black,15+0,sweetycool,1550,mathu21345,1612,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4
1czwWSeV,TRUE,white,15+0,mathu21345,1609,khersonsky,1256,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
eKxAqoAf,TRUE,black,15+0,khersonsky,1260,mathu21345,1606,e4 e5 Nf3 Nc6,C44,King's Knight Opening: Normal Variation,4
J2Hj1VDo,TRUE,white,30+0,mathu21345,1590,kingpawnnn,1395,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Be3 Qf6 Nb5,C45,Scotch Game: Blumenfeld Attack,11
FXdF0t0f,TRUE,draw,15+0,deyanniko1,1525,mathu21345,1593,e4 e5 Bc4 Nc6 Nf3 Be7,C50,Italian Game: Hungarian Defense,6
XJcKbHBV,TRUE,black,15+0,mathu21345,1611,tortuguillo,1401,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
u70pye6y,TRUE,white,15+0,mathu21345,1605,boomer007,1388,e4 e5 Nf3 Nc6 d4 Nf6 Nc3,C47,Four Knights Game: Scotch Variation,7
o6uPvpLh,TRUE,black,15+0,ronaldmagnus,1472,mathu21345,1598,e4 e5 Bc4 Nc6 Nf3 Nf6 d3,C55,Italian Game: Two Knights Defense |  Modern Bishop's Opening,7
BA9eIETQ,TRUE,draw,15+0,mathu21345,1603,nicolasabdala,1445,e4 c5 Nf3 d6 d4 cxd4,B54,Sicilian Defense #2,6
NOL5qHby,TRUE,black,15+0,fra1989,1370,mathu21345,1597,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6
Qh7DhOut,FALSE,white,30+0,tealhippo,1500,mathu21345,1597,e4 e5 Nf3 Nc6 Bb5 Bc5,C64,Ruy Lopez: Classical Variation,6
APLQOlkp,TRUE,black,6+6,stas1989,1370,mathu21345,1592,e4 e5 Nf3 Nc6 Bc4 Be7,C50,Italian Game: Hungarian Defense,6
26AWCC43,FALSE,white,30+0,mathu21345,1592,juanny,1456,e4 e6 Nf3,C00,French Defense: Knight Variation,3
836TK7tY,FALSE,white,30+0,mathu21345,1592,hm01,1500,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4
iXGbzeYD,FALSE,white,30+0,mathu21345,1592,kuchen123,1436,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5
laIW0pCE,TRUE,white,10+0,abhinandan46698,1801,eraldii,1886,g3,A00,Hungarian Opening,1
TuWF4Nxx,TRUE,white,10+0,mandre,2124,eraldii,1891,d4 Nf6 f4,A45,Canard Opening,3
lgGIFh4f,TRUE,draw,10+0,eraldii,1894,bbsd,1781,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Bc5,C78,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,10
jV7SffI6,TRUE,white,10+0,eraldii,1892,serggas,1470,e4 e5 Nf3 Nc6 Bb5 d6 O-O Nf6,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
eDrZA9FT,TRUE,white,10+0,eraldii,1886,dardelu,1706,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Na5 Bxf7+,C70,Ruy Lopez: Morphy Defense |  Norwegian Variation |  Nightingale Gambit,11
1ae3VI3t,TRUE,white,10+0,cemalsertdemir,1914,eraldii,1897,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8
ZgPVaG0J,TRUE,black,10+0,croatiaqueen,1845,eraldii,1887,g3,A00,Hungarian Opening,1
sN9ungLV,TRUE,white,10+0,bbsd,1755,eraldii,1903,e4 c5 f4 e5,C30,King's Gambit Declined |  Mafia Defense,4
QnMisHrQ,TRUE,black,10+0,wojand,1550,philippe2a,1517,e4 e6 d4 d5 Nd2 c5 c3,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7
p9nz4Mwi,TRUE,black,8+2,gabriel21,1593,wojand,1538,d4 d5,D00,Queen's Pawn Game,2
nZGauvUf,TRUE,white,8+0,wojand,1523,peter-bon22,1668,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6 c4,B41,Sicilian Defense: Kan Variation |  Maroczy Bind |  Reti Variation,9
5F50ZZ45,TRUE,white,10+0,pawiscorpio,1556,wojand,1533,d4 d5,D00,Queen's Pawn Game,2
wbem7wvy,TRUE,black,10+0,wojand,1536,ashishbarda,1836,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
7C8D0rui,TRUE,white,10+0,wojand,1525,pietroier,1541,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
mMHAOFNC,TRUE,white,10+0,oalbacete,1511,wojand,1536,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
YPuypCQG,TRUE,white,10+0,corvete,1553,wojand,1547,e4 e5 Bc4 Nf6,C24,Bishop's Opening: Berlin Defense,4
9kwIFXea,TRUE,white,12+0,wojand,1534,tontorron,1602,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d3,C53,Italian Game: Classical Variation |  Giuoco Pianissimo,9
bZax5JlE,TRUE,black,5+5,wojand,1545,mehedi_xlr,1541,e4 e5 Nf3 Nc6 Bc4 Nd4,C50,Italian Game: Schilling-Kostic Gambit,6
kI6HMyLd,TRUE,white,10+5,zzzbbb,1616,wojand,1554,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 d3,C50,Italian Game: Giuoco Pianissimo |  Italian Four Knights Variation,9
YWIxXJ6N,TRUE,white,5+8,wojand,1542,vagmich,1583,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4,B32,Sicilian Defense: Open #3,7
OHPw0ovd,TRUE,white,10+4,wojand,1531,fugga1500,1538,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6
SE4RPPSQ,TRUE,white,10+0,batmanwws,1554,wojand,1541,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 Qf6,C45,Scotch Game: Classical Variation |  Intermezzo Variation,10
apMHPgad,TRUE,white,5+8,tash01,1711,wojand,1555,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3
QB14f1fY,TRUE,black,7+2,wojand,1561,gladius95cc,1740,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11
em4GLWCv,TRUE,black,5+8,onkeloeyvind,1513,wojand,1552,g3,A00,Hungarian Opening,1
uHfCFuYI,TRUE,white,10+0,sunsetchess,1575,wojand,1561,d4 d5 c4 e6 e3 Nf6 Nc3 c5 Nf3 Nc6,D32,Tarrasch Defense: Symmetrical Variation,10
lr33OaiP,TRUE,black,10+0,wojand,1570,ebramj,1633,d4 d5 c4 e6 Nc3,D31,Queen's Gambit Declined: Queen's Knight Variation,5
hz0mgsEV,TRUE,white,6+3,zpytasz,1635,wojand,1579,b4,A00,Polish Opening,1
